pid,label,order,layout,collection,thumbnail,full,題名,書名,所蔵機関,請求記号,画工名,和暦年月日,版元名,版元住所,判,形態,彩色,検印状況,主題,細目,その他書誌事項,manifest,人名,検印,その他固有件名,彫師,地名
0547,（鯰のすちやらか・ゑんまの子のわけ）,0547,nishikie_item,qatar,,,（鯰のすちやらか・ゑんまの子のわけ）,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(16),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,鯰絵,吉原大門火事の中・・・のスチヤラカとえんまの子地蔵の子の話あり,,,,安政大地震/えんまの子/地蔵の子/すちやらか,,
0548,世直鯰の情,0548,nishikie_item,qatar,,,世直鯰の情,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(17),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,鯰絵,詞書あり,,,,世直し/安政大地震,,
0549,（伊勢の御神馬人を救くる図）,0549,nishikie_item,qatar,,,（伊勢の御神馬人を救くる図）,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(18),なし,（安政２年１０月）(18550100550),,,大判,横絵 １枚,錦絵,なし,災害／地震,鯰絵,詞書あり,,,,安政大地震/伊勢神宮,,
0550,自身除妙法（じしんよけのめうほう）,0550,nishikie_item,qatar,,,自身除妙法（じしんよけのめうほう）,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(19),なし,（安政２年１０月）(18550100550),,,大判,横絵 １枚,錦絵,なし,災害／地震,鯰絵,鹿島大明神の神話あり、０３８０－１３－（１４）と同一,,,,安政大地震/鹿島大明神,,
0551,恵比寿天申誤之記,0551,nishikie_item,qatar,,,恵比寿天申誤之記,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(20),なし,（安政２年１０月）(18550100550),,,大判,横絵 １枚,錦絵,なし,災害／地震,鯰絵,詞書あり,,,,安政大地震/鹿島大明神/恵比寿,,
0552,泰平鯰退治,0552,nishikie_item,qatar,,,泰平鯰退治,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(21),延寿戯画作,（安政２年１０月）(18550100550),,,大判,竪絵 ２枚続,錦絵,なし,災害／地震,,詞書あり、「末ひろき御世をしめたる要石うこかぬ国とあふぐ神風」とあり,,,,安政大地震,,
0553,（なまづ小話）,0553,nishikie_item,qatar,,,（なまづ小話）,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(22),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,鯰絵,４コミの地震鯰小話,,,,安政大地震,,
0554,道外地しん拳,0554,nishikie_item,qatar,,,道外地しん拳,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(23),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,鯰絵,拳の言葉あり,,,,拳/安政大地震,,
0555,（諸人繁昌故なまづに礼をするの図）,0555,nishikie_item,qatar,,,（諸人繁昌故なまづに礼をするの図）,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(24),なし,（安政２年１０月）(18550100550),,,大判,横絵 １枚,錦絵,なし,災害／地震,鯰絵,鳶、あなぐら大工、土方、骨接ぎ、左官、材木屋、四文屋、大工、中間、屋根屋、駕籠屋、医者が礼をいっている図,,,,安政大地震,,
0556,生捕ました三度の大地震,0556,nishikie_item,qatar,,,生捕ました三度の大地震,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(25),なし,（安政２年１０月）(18550100550),,,大判,横絵 １枚,錦絵,なし,災害／地震,鯰絵,大工、鳶、左官、屋根屋、香具師が助命嘆願をする図,,,,安政大地震/鹿島大明神/樺焼,,
0557,（諸人なまづを打つの図）,0557,nishikie_item,qatar,,,（諸人なまづを打つの図）,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(26),なし,（安政２年１０月）(18550100550),,,大判,横絵 １枚,錦絵,なし,災害／地震,鯰絵,太平の御恩沢に高きまくらのふし戸をやぶりし地震ハいつしかしづまりてまたやごとなき御恵につきせぬ御代のかづかづをさされいしのみうたにならひて君が代は千代に八千代にかなめいしのいはほハぬけじよしゆるぐとも,,,,安政大地震/読売,,
0558,鯰舞の洒落,0558,nishikie_item,qatar,,,鯰舞の洒落,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(27),なし,（安政２年１０月）(18550100550),,,大判,横絵 １枚,錦絵,なし,災害／地震,鯰絵,まはしたる その天罰の□□□□□こよひも女郎に廻されにけり、外山人しるす（印）,,外山人,,安政大地震,,
0559,金持をゆすりにきたか大地震,0559,nishikie_item,qatar,,,金持をゆすりにきたか大地震,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(28),なし,（安政２年１０月）(18550100550),,,大判,横絵 １枚,錦絵,なし,災害／地震,鯰絵,,,,,安政大地震,,
0560,大黒のつち動かして市中に宝の山を積ぞめでたき,0560,nishikie_item,qatar,,,大黒のつち動かして市中に宝の山を積ぞめでたき,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(29),なし,（安政２年１０月）(18550100550),,,大判,横絵 １枚,錦絵,なし,災害／地震,鯰絵,歌のあとに紀の長丸とあり,,紀の長丸,,安政大地震/大黒,,
0561,難義鳥,0561,nishikie_item,qatar,,,難義鳥,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(30),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,鯰絵,難義鳥は吉原、芝居町の擬鳥化、詞書あり,,,,安政大地震,,
0562,大都会不尽,0562,nishikie_item,qatar,,,大都会不尽,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(31),なし,（安政２年１０月）(18550100550),,,大判,横絵 １枚,錦絵,なし,災害／地震,鯰絵,「おほつゑふし」、地震の子・ゑんまの子・地蔵の子がかかれている,,,,安政大地震/大津絵節/えんまの子/地蔵の子/閻魔,,
0563,（大黒瓢覃にてなまづを捕へる図）,0563,nishikie_item,qatar,,,（大黒瓢覃にてなまづを捕へる図）,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(32),なし,（安政２年１０月）(18550100550),,,大判,横絵 １枚,錦絵,なし,災害／地震,鯰絵,詞書あり,,,,安政大地震/大黒,,
0564,瓢覃,0564,nishikie_item,qatar,,,瓢覃,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(33),なし,（安政２年１０月）(18550100550),,,大判,横絵 １枚,錦絵,なし,災害／地震,鯰絵,職人が仮宅で景気の話をする、詞書あり、えんまの子が出ている,,,,安政大地震/仮宅,,
0565,万歳楽鯰の後悔,0565,nishikie_item,qatar,,,万歳楽鯰の後悔,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(34),なし,（安政２年１０月）(18550100550),,,大判,横絵 １枚,錦絵,なし,災害／地震,鯰絵,,,,,安政大地震,,
0566,二日はなし地震亭念魚町々庵炎上,0566,nishikie_item,qatar,,,二日はなし地震亭念魚町々庵炎上,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(35),なし,（安政２年１０月）(18550100550),,,大判,横絵 １枚,錦絵,なし,災害／地震,鯰絵,将棊ずき、吉原焼、太神宮神馬につき小話,,,,寄席/安政大地震,,
0567,地しんどう化大津ゑぶし,0567,nishikie_item,qatar,,,地しんどう化大津ゑぶし,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(36),なし,（安政２年１０月）(18550100550),,,大判,横絵 １枚,錦絵,なし,災害／地震,鯰絵,万歳楽永生作とあり、同一のものが（３６）と（３７)にあり,,,,安政大地震/大津絵節,,
0568,入用御間商売競,0568,nishikie_item,qatar,,,入用御間商売競,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(38),なし,（安政２年１０月）(18550100550),,,大判,竪絵 ２枚続,錦絵,なし,災害／地震,鯰絵,「いりようおあいだせうばいくらべ」、職人（大将鯰）と その他の人々（大将かしま）との争いの図,,,,安政大地震/鹿島大明神,,
0569,大津ぶれぶし,0569,nishikie_item,qatar,,,大津ぶれぶし,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(39),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,鯰絵,詞書あり,,,,安政大地震/大津絵節,,
0570,（大震出火地震につ木),0570,nishikie_item,qatar,,,（大震出火地震につ木),安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(40),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,鯰絵,語末に木のつく洒落、作事職人のげん木、死亡あまたに親子のなけ木ｅｔｃ,,,,安政大地震,,
0571,地震のすちやらか,0571,nishikie_item,qatar,,,地震のすちやらか,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(41),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,鯰絵,すちやらかあり、０３８０－１３－（１１）と同一,,,,安政大地震/すちやらか,,
0572,即席鯰はなし,0572,nishikie_item,qatar,,,即席鯰はなし,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(42),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,鯰絵,鯰がみんなにぶたれる話、オチあり,,,,安政大地震,,
0573,なまづの力ばなし・なまづの婦夫やきもちばなし,0573,nishikie_item,qatar,,,なまづの力ばなし・なまづの婦夫やきもちばなし,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(43),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,鯰絵,詞書あり,,,,首引/安政大地震,,
0574,地震よけの歌,0574,nishikie_item,qatar,,,地震よけの歌,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(44),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,鯰絵,水かみのつげにいのちをたすかりて六分のうちに入るぞうれしき、職人のよろこんでいる姿あり,,,,まじない/安政大地震/鹿島大明神/大黒,,
0575,傾城あだなの焚（たき）,0575,nishikie_item,qatar,,,傾城あだなの焚（たき）,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(45),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,鯰絵,浄瑠璃傾城浅間獄のパロディーか、替歌あり,,,,読売り/安政大地震/傾城あこやの松,,
0576,（地震料理品書）,0576,nishikie_item,qatar,,,（地震料理品書）,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(46),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,鯰絵,まるやけ土ぞう荷、雨ふり往来しるこ、大ゆれきも玉ひやし、素人手伝あらうちだんご、物もちほどこしたんと、大やね瓦おとし、つぶれ家怪我もち、大まるたつっかいもち、じやま門のつち,,,,安政大地震,,
0577,諸職吾沢銭,0577,nishikie_item,qatar,,,諸職吾沢銭,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(47),なし,（安政２年１０月）(18550100550),,,大判,竪絵 ２枚続,錦絵,なし,災害／地震,鯰絵,「しよしよくごたくせん」、地震訶良革天尚代賀直利家茂遊都足仁茂優都多理（ぢしんからあらたまて、なをよがなをり、いへもゆつたり、ひともゆつたり）の文字と諸人の感謝の詞あり、延寿戯讃、①山林地主、②灯心うり、③大工、④左官、⑤車力、⑥小商売、⑦材木屋、⑧読売、⑨請負師（？）、⑩屋根屋、⑪穴蔵大工,,延寿,,読売り/安政大地震,,
0578,（職人仮宅で遊ぶ図）,0578,nishikie_item,qatar,,,（職人仮宅で遊ぶ図）,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(48),なし,（安政２年１０月）(18550100550),,,大判,横絵 １枚,錦絵,なし,災害／地震,鯰絵,,,,,安政大地震/仮宅/大台,,
0579,なんぢうやかぢ仮宅,0579,nishikie_item,qatar,,,なんぢうやかぢ仮宅,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(49),なし,（安政２年１０月）(18550100550),,,大判,横絵 １枚,錦絵,なし,災害／地震,鯰絵,,,,,安政大地震/仮宅,,
0580,治る御代ひやかし鯰,0580,nishikie_item,qatar,,,治る御代ひやかし鯰,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(50),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,鯰絵,遊女が鯰をひょうたんのかわりに鹿島の徳利でつかまえる小話あり,,,,安政大地震/仮宅,,
0581,当世仮宅遊,0581,nishikie_item,qatar,,,当世仮宅遊,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(51),なし,（安政２年１０月）(18550100550),,,大判,竪絵 ２枚続,錦絵,なし,災害／地震,鯰絵,材木屋、車力、大工、鳶、屋根屋、石屋、左官が描かれている。,,,,安政大地震/仮宅/大台,,
0582,浮世栄しんよしはらかりたく,0582,nishikie_item,qatar,,,浮世栄しんよしはらかりたく,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(52),なし,（安政２年１０月）(18550100550),,,大判,竪絵 ２枚続,錦絵,なし,災害／地震,鯰絵,５００日間とあり,,,,安政大地震/仮宅/七福神,,
0583,おいなまづ,0583,nishikie_item,qatar,,,おいなまづ,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(53),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,鯰絵,０３８０－１３－（１２）も同一、老松のかえうたあり、新吉原の仮宅場所附あり,,,,安政大地震/仮宅,,
0584,（鯰顔中大火の図）,0584,nishikie_item,qatar,,,（鯰顔中大火の図）,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(54),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,鯰絵,上に鯰、下に要石の図、右に鹿島大明神かけつけ、左に雷神,,,,安政大地震,,
0585,世ハ安政民之賑,0585,nishikie_item,qatar,,,世ハ安政民之賑,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(55),なし,（安政２年１０月）(18550100550),,,大判,横絵 １枚,錦絵,なし,災害／地震,鯰絵,なまづ、金持ども、座頭のことばあり，なまづ「ヤアヤア金もちのぶげんどもそのほかさとうにいたるまでよくきけわれこれまですこしうごけばまんざいらくなどとおのれおのれが身のよふじんをするも欲ばっているからのことだ世かい中その大よくが貴せんのしやべつなく○じるししにさへなれバ出きぬこともできるやふになるうき世になつたからかはいやびんぼう人ハ年中くるしミどうしニくるしんでいつまでたつてもよくなるといふことがねへ金もちハうぬらが金のあるをはなにかけ町人でゐなが(以下略）」,,,,座頭/世直し/安政大地震,,
0586,火夜苦の門並玉屋地新兵衛桶伏の段,0586,nishikie_item,qatar,,,火夜苦の門並玉屋地新兵衛桶伏の段,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(56),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,鯰絵,浄瑠璃玉屋新兵衛三国小女郎比翼の初旅のかえうた,,,,安政大地震,,
0587,雨には困ります野じゆくしばらくのそとね,0587,nishikie_item,qatar,,,雨には困ります野じゆくしばらくのそとね,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(57),なし,（安政２年１０月）(18550100550),,,大判,横絵 １枚,錦絵,なし,災害／地震,鯰絵,,,,,安政大地震,,
0588,ゆるぐともよしひめなほす要石末広くとあふぐ御代とぞ,0588,nishikie_item,qatar,,,ゆるぐともよしひめなほす要石末広くとあふぐ御代とぞ,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(58),なし,（安政２年１０月）(18550100550),,,大判,横絵 １枚,錦絵,なし,災害／地震,鯰絵,,,,,安政大地震/鹿島大明神/貸本屋,,
0589,（諸人要石をこわさんとするの図）,0589,nishikie_item,qatar,,,（諸人要石をこわさんとするの図）,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(59),なし,（安政２年１０月）(18550100550),,,大判,横絵 １枚,錦絵,なし,災害／地震,,天道は左官のてつだいをすればいいと答え、諸人鹿島さまに文句をいい、要石をこわそうとするを神主あやまるの図,,,,安政大地震/天道さま,,
0590,あんしん要石,0590,nishikie_item,qatar,,,あんしん要石,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(60),なし,（安政２年１０月）(18550100550),,,大判,横絵 １枚,錦絵,なし,災害／地震,,年寄り、大工、新造、瀬戸物屋、芸人、□□、いさみ、医師、りくつものが願事を要石にする図,,,,安政大地震,,
0591,ゑんまの子,0591,nishikie_item,qatar,,,ゑんまの子,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(61),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,,六道の辻番人や辻君もあじなゑんまの子とぞなりけるの歌あり,,,,安政大地震/閻魔,,
0592,五大力,0592,nishikie_item,qatar,,,五大力,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(62),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,,,,,,安政大地震/五大力,,
0593,持丸長者腹くらべ,0593,nishikie_item,qatar,,,持丸長者腹くらべ,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(63),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,,持丸が貧乏人に施しをすることを寓意している、小判を排泄の図,,,,安政大地震/施行,,
0594,持丸のはらにたもたずはきいだしひんのやまひのこれで直る世,0594,nishikie_item,qatar,,,持丸のはらにたもたずはきいだしひんのやまひのこれで直る世,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(64),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,,貧民が小判をとっている図,,,,世直し/安政大地震,,
0595,（えびす大黒金持に施行を勧むるの図）,0595,nishikie_item,qatar,,,（えびす大黒金持に施行を勧むるの図）,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(65),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,,恵比寿、大黒、金持に施行を勧めるも、金持鯰をかいとり大川に放したいと答える小話,,,,安政大地震/えんまの子/地蔵の子/恵比寿/大黒/施行/どかたの子,,
0596,（地震に付忠臣蔵抜文句）,0596,nishikie_item,qatar,,,（地震に付忠臣蔵抜文句）,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(66),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,,１８コマになっている、上段のタイトルの処が切られているのでタイトルは仮につけた、はじめのコマは「鴨居たわんでみぞはづれ障子のこらずばたばたばた地しんの時」,,,,安政大地震,,
0597,役原居,0597,nishikie_item,qatar,,,役原居,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(67),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,,,,,,安政大地震/厄払い,,
0598,ぢしんにてやけたるあとは浅草にやどをかるべき一ツ家もなし,0598,nishikie_item,qatar,,,ぢしんにてやけたるあとは浅草にやどをかるべき一ツ家もなし,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(68),なし,（安政２年１０月）(18550100550),,,大判,横絵 １枚,錦絵,なし,災害／地震,風景画,野宿の風景,,,,,,
0599,地震廼兆注,0599,nishikie_item,qatar,,,地震廼兆注,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(69),なし,（安政２年１０月）(18550100550),吉野氏蔵板,,大判,竪絵 ２枚続,錦絵,なし,災害／地震,,「ぢしんのかうしやく」、禁売買施印書とあり、中国四川総督雄碩が、異兆をみて大地震の迫るを予見したはなし、易の占い,,,,安政大地震/易断,,
0600,浅草寺大塔解譯（かいしやく）,0600,nishikie_item,qatar,,,浅草寺大塔解譯（かいしやく）,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(70),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,,,,,,安政大地震/浅草寺,,
0601,（地震に付府下寺院大施餓鬼の図）,0601,nishikie_item,qatar,,,（地震に付府下寺院大施餓鬼の図）,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(71),なし,安政２年１１月(18550110550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,,１１月２日大施餓鬼、１１月５日改ル死人 男３０，７７９人　女２１，１６５人,,,,安政大地震,,
0602,（大屋山月行寺火防護符）,0602,nishikie_item,qatar,,,（大屋山月行寺火防護符）,安政二年十月地震火事雷漫画集,東京大学史料編纂所,0380-12-(72),なし,嘉永５年１月カ(18520010551),,,ハ,竪絵 １枚,単色,なし,災害／火事,,41.8×14.0㎝、写で摺物ではない、方防大事御作、今日不知誰詰合、春風春水一時来、南無大事大火安全妙王、御新言 をんがらがらひいたりしげしげそハか，「掟書お守」の印あり,,,,護符,,
0603,東都日本橋之勝景,0603,nishikie_item,qatar,,,東都日本橋之勝景,東都日本橋之勝景,東京大学史料編纂所,0380-20,五雲亭貞秀画,文久３年３月(18630030550),園原屋正助版,柳原新地,大判,竪絵 ３枚続,錦絵,あり,長州征伐（禁門の変）,風景画,,,,亥三改,高札場,,日本橋
0604,東都名所霞かせき真景,0604,nishikie_item,qatar,,,東都名所霞かせき真景,東都名所霞かせき真景,東京大学史料編纂所,0380-21,広重画,安政元年４月(18540040550),有田屋清右衛門,,大判,竪絵 ３枚続,錦絵,あり,風景画,風景画,,,,寅四改,,,霞ヶ関
0605,東都名所之内霞ケ関之勝景,0605,nishikie_item,qatar,,,東都名所之内霞ケ関之勝景,東都名所之内霞ケ関之勝景,東京大学史料編纂所,0380-22,五雲亭貞秀画,文久３年５月(18630050550),大黒屋平吉版,両国,大判,竪絵 ３枚続,錦絵,あり,将軍上洛,風景画,,,,亥五改,,,霞ヶ関
0606,東都浅草東本願寺之図,0606,nishikie_item,qatar,,,東都浅草東本願寺之図,東都浅草東本願寺之図,東京大学史料編纂所,0380-23,橋本玉蘭斎貞秀画,慶応元年３月(18650030550),藤岡屋慶次郎（藤けい）,,大判,竪絵 ３枚続,錦絵,あり,文明開化／仏教,風景画,,,,丑三改,,片田彫長,
0607,東海道高輪風景,0607,nishikie_item,qatar,,,東海道高輪風景,東海道高輪風景,東京大学史料編纂所,0380-24,五雲亭貞秀画,文久２年１０月(18620100550),藤岡屋慶次郎版,通油町,大判,竪絵 ３枚続,錦絵,あり,将軍上洛,風景画,,,,戌十改,,松栄堂彫兼,高輪
0608,東海道沖津駅勝景,0608,nishikie_item,qatar,,,東海道沖津駅勝景,東海道沖津駅勝景,東京大学史料編纂所,0380-25,五雲亭貞秀画,文久３年３月(18630030550),森屋治兵衛梓,馬喰町二丁目,大判,竪絵 ３枚続,錦絵,あり,将軍上洛,風景画,,,,亥三改,,片田彫長,興津
0609,東海道名所之内横浜風景,0609,nishikie_item,qatar,,,東海道名所之内横浜風景,東海道名所之内横浜風景,東京大学史料編纂所,0380-26,五雲亭貞秀画印,万延元年３月(18600030550),西村屋与八,,大判,横絵 ８枚続,錦絵,あり,開港／横浜,風景画,,,,申三改,,,横浜
0610,再改横浜風景,0610,nishikie_item,qatar,,,再改横浜風景,再改横浜風景,東京大学史料編纂所,0380-27,五雲亭貞秀画,文久元年２月(18610020550),丸屋徳造/丸屋甚八合梓,,大判,竪絵 ５枚続,錦絵,あり,開港／横浜,風景画,０３８０－２８は右側３枚のみあり,,,酉二改,,,横浜
0611,再改横浜風景,0611,nishikie_item,qatar,,,再改横浜風景,再改横浜風景,東京大学史料編纂所,0380-28,五雲亭貞秀画,文久元年２月(18610020550),丸屋徳造/丸屋甚八合梓,,大判,竪絵 ３枚続,錦絵,あり,開港／横浜,風景画,０３８０－２７の右側３枚のみのもの,,,酉二改,,,横浜
0612,横浜港崎廓岩亀楼異人遊興之図,0612,nishikie_item,qatar,,,横浜港崎廓岩亀楼異人遊興之図,横浜港崎廓岩亀楼異人遊興之図,東京大学史料編纂所,0380-29,一川芳員画,文久元年１月(18610010550),丸屋甚八,,大判,竪絵 ３枚続,錦絵,あり,開港／横浜／娯楽／娼・妓(含売春）,風景画,,,,酉正改,岩亀楼,,横浜
0613,横浜本町景港崎街新廓,0613,nishikie_item,qatar,,,横浜本町景港崎街新廓,横浜本町景港崎街新廓,東京大学史料編纂所,0380-30,五雲亭貞秀画,万延元年閏３月(18600035550),山口屋藤兵衛板,馬喰町二丁目,大判,竪絵 ３枚続,錦絵,あり,開港／横浜／娯楽／娼・妓(含売春）,風景画,,,,申閏三改,岩亀楼,,横浜
0614,東海道神名川横浜風景,0614,nishikie_item,qatar,,,東海道神名川横浜風景,東海道神名川横浜風景,東京大学史料編纂所,0380-31,一蘭斎国綱画,文久３年２月(18630020550),菊屋市兵衛（菊市板）,横山三,大判,竪絵 ３枚続,錦絵,あり,将軍上洛,風景画,,,,亥二改,,松栄堂彫兼,神奈川/横浜
0615,亜墨利加蒸気船長四十間巾六間,0615,nishikie_item,qatar,,,亜墨利加蒸気船長四十間巾六間,亜墨利加蒸気船図,東京大学史料編纂所,0380-32,一川芳員画,文久元年４月(18610040550),丸屋甚八（丸甚板）,,大判,竪絵 ３枚続,錦絵,あり,船舶／蒸気船,風景画,,,,酉四改,,,
0616,蒸気船全図海上浦賀風景,0616,nishikie_item,qatar,,,蒸気船全図海上浦賀風景,蒸気船全図海上浦賀風景,東京大学史料編纂所,0380-33,五雲亭貞秀画,文久３年２月(18630020550),藤岡屋慶次郎版,通油町,大判,竪絵 ３枚続,錦絵,あり,将軍上洛／船舶／蒸気船,風景画,,,,亥二改,,,
0617,五国異人横浜上陸図,0617,nishikie_item,qatar,,,五国異人横浜上陸図,五国異人横浜上陸図,東京大学史料編纂所,0380-34,一川芳員画,文久元年１１月(18610110550),遠州屋彦兵衛（遠彦）,,大判,竪絵 ３枚続,錦絵,あり,開港／横浜,風景画,英米仏蘭露,,,酉十改,国旗,,横浜
0618,東都日本橋大隊練行之図,0618,nishikie_item,qatar,,,東都日本橋大隊練行之図,東都日本橋大隊練行之図,東京大学史料編纂所,0380-35,一曜斎国輝画印,慶応３年９月(18670090550),慶寿堂丸平梓,,大判,竪絵 ３枚続,錦絵,あり,軍事,風景画,,,,卯九改,幕府陸軍,彫常,日本橋
0619,駒場之風景,0619,nishikie_item,qatar,,,駒場之風景,駒場之風景,東京大学史料編纂所,0380-36,孟斎芳虎画,明治３年４月(18700040550),政田屋板,土橋,大判,竪絵 ３枚続,錦絵,あり,軍事,風景画,明治３年の駒場演習,,,午四改,,彫長,駒場
0620,徳用向會津ぬり物,0620,nishikie_item,qatar,,,徳用向會津ぬり物,徳用向会津ぬり物屋店頭図,東京大学史料編纂所,0380-37,なし,明治元年８月(18680080550),古賀屋勝五郎,,大判,竪絵 ２枚続,錦絵,あり,戊辰戦争,風刺画,,,,辰八改,,,
0621,京都戦争之図,0621,nishikie_item,qatar,,,京都戦争之図,京都戦争之図,東京大学史料編纂所,0380-38,大蘓芳年,元治元年９月(18640090550),,,大判,竪絵 ３枚続,錦絵,あり,長州征伐（禁門の変）,風景画,略伝あり,,松平容保,子九改,禁門の変,,
0622,水府脱士之輩会盟シテ雪中ニ大老彦根侯ヲ襲撃之図,0622,nishikie_item,qatar,,,水府脱士之輩会盟シテ雪中ニ大老彦根侯ヲ襲撃之図,桜田変之図,東京大学史料編纂所,0380-39,応需大蘓芳年印：月岡米次郎画,明治１０年カ(18770550551),長谷川常次郎,神田鍛治町５,大判,竪絵 ６枚続,錦絵,なし,桜田門外の変,風景画,フルタイトルには「安政五戊午年３月３日桜田御内外ニ於テ」が頭につく,,,,,彫多,
